CustomerID,CustomerSegment,Industry,Region,ProductCategory,DealSize,SalesRep,PreviousInteractions,LeadScore,CreatedDate,SalesCycleDays,ClosedDate,Win,ProfitMargin,Profit
1378,MidMarket,Technology,South,CRM,29132.0,Rep1,3,0.12,2024-01-21,17,2024-02-07,0,0.0,0.0
138,MidMarket,Retail,South,CRM,23144.0,Rep1,4,0.46,2024-01-21,15,2024-02-05,1,0.22,5091.68
1023,Enterprise,Finance,West,CRM,18147.0,Rep4,4,0.16,2024-01-21,57,2024-03-18,1,0.21,3810.87
1594,SMB,Manufacturing,East,Analytics,37734.0,Rep3,3,0.39,2024-01-21,51,2024-03-12,0,0.0,0.0
252,SMB,Healthcare,West,CRM,16955.0,Rep3,3,0.47,2024-01-22,59,2024-03-21,0,0.0,0.0
496,SMB,Technology,North,CRM,18996.0,Rep1,3,0.24,2024-01-22,50,2024-03-12,0,0.0,0.0
1854,Enterprise,Healthcare,West,ERP,24303.0,Rep3,4,0.19,2024-01-22,37,2024-02-28,1,0.18,4374.54
506,SMB,Technology,South,CRM,25129.0,Rep1,6,0.12,2024-01-22,27,2024-02-18,0,0.0,0.0
1199,MidMarket,Finance,East,ERP,29252.0,Rep4,5,0.26,2024-01-22,31,2024-02-22,0,0.0,0.0
1510,MidMarket,Finance,North,CRM,34992.0,Rep2,4,0.34,2024-01-22,59,2024-03-21,0,0.0,0.0
191,SMB,Technology,West,CRM,27571.0,Rep4,8,0.7,2024-01-22,56,2024-03-18,0,0.0,0.0
1443,MidMarket,Healthcare,East,CRM,24099.0,Rep1,5,0.61,2024-01-22,29,2024-02-20,1,0.32,7711.68
1646,MidMarket,Manufacturing,East,ERP,31133.0,Rep2,5,0.25,2024-01-22,33,2024-02-24,1,0.17,5292.61
1548,MidMarket,Retail,East,CRM,22895.0,Rep1,4,0.47,2024-01-22,56,2024-03-18,1,0.27,6181.65
1658,SMB,Technology,South,Analytics,19892.0,Rep3,8,0.25,2024-01-23,18,2024-02-10,1,0.38,7558.96
574,MidMarket,Manufacturing,East,Analytics,18636.0,Rep2,2,0.36,2024-01-23,23,2024-02-15,0,0.0,0.0
388,SMB,Manufacturing,North,ERP,35734.0,Rep1,3,0.44,2024-01-23,15,2024-02-07,0,0.0,0.0
1984,SMB,Manufacturing,East,ERP,12685.0,Rep1,4,0.62,2024-01-23,41,2024-03-04,0,0.0,0.0
1074,SMB,Technology,East,CRM,9773.0,Rep1,2,0.38,2024-01-23,10,2024-02-02,0,0.0,0.0
174,SMB,Manufacturing,West,Analytics,18046.0,Rep2,7,0.31,2024-01-23,16,2024-02-08,1,0.3,5413.8
1097,SMB,Manufacturing,North,Analytics,20736.0,Rep1,6,0.53,2024-01-23,54,2024-03-17,1,0.27,5598.72
1054,MidMarket,Healthcare,West,CRM,19691.0,Rep1,2,0.33,2024-01-23,38,2024-03-01,0,0.0,0.0
316,MidMarket,Technology,East,CRM,33148.0,Rep3,0,0.3,2024-01-23,24,2024-02-16,1,0.21,6961.08
1451,SMB,Finance,West,ERP,28848.0,Rep4,5,0.61,2024-01-24,29,2024-02-22,0,0.0,0.0
1200,SMB,Retail,West,CRM,16338.0,Rep3,4,0.24,2024-01-24,36,2024-02-29,0,0.0,0.0
691,SMB,Retail,North,CRM,25786.0,Rep3,4,0.36,2024-01-24,34,2024-02-27,0,0.0,0.0
184,Enterprise,Technology,West,Analytics,26995.0,Rep3,7,0.33,2024-01-24,47,2024-03-11,0,0.0,0.0
546,SMB,Technology,North,ERP,37211.0,Rep4,2,0.32,2024-01-24,12,2024-02-05,0,0.0,0.0
104,MidMarket,Retail,North,ERP,24211.0,Rep2,5,0.27,2024-01-24,14,2024-02-07,0,0.0,0.0
1964,SMB,Retail,West,CRM,19430.0,Rep2,4,0.21,2024-01-24,34,2024-02-27,0,0.0,0.0
1826,MidMarket,Finance,South,CRM,25512.0,Rep2,2,0.12,2024-01-24,51,2024-03-15,0,0.0,0.0
777,SMB,Healthcare,North,Analytics,14340.0,Rep4,6,0.24,2024-01-24,45,2024-03-09,0,0.0,0.0
79,SMB,Technology,North,Analytics,29930.0,Rep3,7,0.62,2024-01-24,33,2024-02-26,1,0.38,11373.4
201,MidMarket,Retail,West,Analytics,31532.0,Rep1,5,0.04,2024-01-24,26,2024-02-19,0,0.0,0.0
1800,SMB,Healthcare,North,CRM,25920.0,Rep3,2,0.18,2024-01-24,50,2024-03-14,1,0.28,7257.6
1554,Enterprise,Retail,East,ERP,28956.0,Rep3,3,0.08,2024-01-24,57,2024-03-21,0,0.0,0.0
600,SMB,Finance,South,Analytics,23123.0,Rep2,2,0.37,2024-01-24,24,2024-02-17,0,0.0,0.0
788,SMB,Healthcare,North,ERP,24309.0,Rep1,5,0.18,2024-01-24,26,2024-02-19,0,0.0,0.0
108,MidMarket,Technology,West,ERP,16915.0,Rep1,4,0.18,2024-01-24,14,2024-02-07,0,0.0,0.0
1559,Enterprise,Technology,North,Analytics,24683.0,Rep2,6,0.38,2024-01-25,24,2024-02-18,0,0.0,0.0
1462,MidMarket,Finance,North,Analytics,25719.0,Rep4,4,0.59,2024-01-25,33,2024-02-27,1,0.36,9258.84
1052,MidMarket,Technology,West,Analytics,18650.0,Rep3,4,0.46,2024-01-25,22,2024-02-16,1,0.4,7460.0
418,SMB,Finance,East,Analytics,11612.0,Rep3,5,0.64,2024-01-25,28,2024-02-22,1,0.44,5109.28
727,SMB,Retail,South,CRM,29290.0,Rep4,4,0.24,2024-01-25,11,2024-02-05,0,0.0,0.0
1911,SMB,Retail,West,ERP,29163.0,Rep4,4,0.47,2024-01-25,48,2024-03-13,0,0.0,0.0
1631,MidMarket,Technology,North,CRM,16486.0,Rep4,4,0.42,2024-01-25,17,2024-02-11,0,0.0,0.0
1633,MidMarket,Retail,South,Analytics,28710.0,Rep1,5,0.34,2024-01-25,32,2024-02-26,1,0.45,12919.5
1084,Enterprise,Manufacturing,West,Analytics,24204.0,Rep4,4,0.41,2024-01-25,44,2024-03-09,0,0.0,0.0
1573,MidMarket,Finance,South,Analytics,34957.0,Rep3,1,0.43,2024-01-25,19,2024-02-13,1,0.37,12934.09
1346,SMB,Retail,East,Analytics,31353.0,Rep1,4,0.42,2024-01-26,45,2024-03-11,0,0.0,0.0
692,SMB,Retail,West,Analytics,10243.0,Rep4,6,0.14,2024-01-26,21,2024-02-16,0,0.0,0.0
505,MidMarket,Finance,South,Analytics,28260.0,Rep4,6,0.5,2024-01-26,56,2024-03-22,0,0.0,0.0
559,MidMarket,Manufacturing,South,Analytics,20236.0,Rep4,4,0.25,2024-01-26,41,2024-03-07,1,0.32,6475.52
728,MidMarket,Retail,West,ERP,29423.0,Rep1,4,0.25,2024-01-26,50,2024-03-16,1,0.28,8238.44
755,SMB,Finance,West,CRM,37384.0,Rep1,3,0.18,2024-01-26,26,2024-02-21,0,0.0,0.0
1742,MidMarket,Finance,South,ERP,29073.0,Rep4,7,0.42,2024-01-26,23,2024-02-18,1,0.27,7849.71
1001,SMB,Technology,West,Analytics,18469.0,Rep1,4,0.15,2024-01-26,58,2024-03-24,0,0.0,0.0
141,Enterprise,Manufacturing,North,Analytics,15363.0,Rep4,5,0.12,2024-01-26,44,2024-03-10,0,0.0,0.0
113,Enterprise,Healthcare,East,ERP,28619.0,Rep3,3,0.13,2024-01-27,35,2024-03-02,0,0.0,0.0
1927,MidMarket,Finance,North,CRM,24681.0,Rep4,6,0.19,2024-01-27,50,2024-03-17,0,0.0,0.0
1327,SMB,Retail,East,Analytics,14515.0,Rep3,5,0.26,2024-01-27,38,2024-03-05,0,0.0,0.0
820,SMB,Finance,West,CRM,32212.0,Rep3,5,0.29,2024-01-27,33,2024-02-29,0,0.0,0.0
1555,SMB,Retail,East,CRM,18572.0,Rep3,5,0.54,2024-01-27,44,2024-03-11,0,0.0,0.0
51,Enterprise,Technology,East,Analytics,19568.0,Rep1,3,0.41,2024-01-27,17,2024-02-13,0,0.0,0.0
1182,SMB,Manufacturing,South,ERP,26105.0,Rep2,2,0.19,2024-01-27,21,2024-02-17,0,0.0,0.0
733,MidMarket,Manufacturing,South,ERP,31097.0,Rep4,3,0.25,2024-01-27,23,2024-02-19,0,0.0,0.0
82,MidMarket,Healthcare,North,Analytics,18332.0,Rep1,5,0.24,2024-01-28,49,2024-03-17,0,0.0,0.0
564,SMB,Retail,West,ERP,38915.0,Rep3,3,0.06,2024-01-28,52,2024-03-20,1,0.21,8172.15
230,MidMarket,Retail,West,CRM,27649.0,Rep2,3,0.31,2024-01-28,20,2024-02-17,0,0.0,0.0
426,MidMarket,Healthcare,North,ERP,15121.0,Rep4,5,0.29,2024-01-28,35,2024-03-03,1,0.23,3477.83
1220,SMB,Healthcare,East,ERP,22217.0,Rep3,4,0.19,2024-01-28,24,2024-02-21,0,0.0,0.0
1786,Enterprise,Healthcare,South,CRM,18722.0,Rep4,5,0.37,2024-01-28,57,2024-03-25,0,0.0,0.0
1514,SMB,Healthcare,West,CRM,26071.0,Rep1,0,0.35,2024-01-28,24,2024-02-21,0,0.0,0.0
1068,SMB,Healthcare,North,ERP,33657.0,Rep2,6,0.14,2024-01-28,36,2024-03-04,1,0.29,9760.53
1299,MidMarket,Retail,West,CRM,34341.0,Rep3,4,0.33,2024-01-28,43,2024-03-11,0,0.0,0.0
1017,SMB,Technology,East,ERP,21510.0,Rep1,3,0.6,2024-01-28,56,2024-03-24,0,0.0,0.0
606,SMB,Retail,West,CRM,32860.0,Rep2,3,0.01,2024-01-28,48,2024-03-16,0,0.0,0.0
143,SMB,Healthcare,West,Analytics,24915.0,Rep2,5,0.38,2024-01-29,52,2024-03-21,0,0.0,0.0
988,SMB,Healthcare,North,CRM,34924.0,Rep3,3,0.15,2024-01-29,54,2024-03-23,0,0.0,0.0
752,Enterprise,Technology,West,Analytics,26544.0,Rep2,4,0.09,2024-01-29,30,2024-02-28,0,0.0,0.0
579,SMB,Technology,East,ERP,42866.0,Rep2,5,0.06,2024-01-29,12,2024-02-10,0,0.0,0.0
658,SMB,Healthcare,South,CRM,23594.0,Rep4,6,0.12,2024-01-29,15,2024-02-13,0,0.0,0.0
1328,MidMarket,Finance,South,Analytics,20584.0,Rep4,3,0.29,2024-01-29,13,2024-02-11,0,0.0,0.0
503,SMB,Healthcare,South,CRM,9531.0,Rep4,2,0.53,2024-01-29,18,2024-02-16,0,0.0,0.0
1233,SMB,Technology,North,Analytics,25744.0,Rep1,6,0.27,2024-01-29,57,2024-03-26,1,0.29,7465.76
1803,SMB,Healthcare,North,ERP,19346.0,Rep2,1,0.2,2024-01-29,53,2024-03-22,1,0.23,4449.58
1100,SMB,Finance,West,CRM,17084.0,Rep3,8,0.24,2024-01-29,36,2024-03-05,0,0.0,0.0
1842,SMB,Finance,West,Analytics,21278.0,Rep4,3,0.57,2024-01-29,41,2024-03-10,0,0.0,0.0
254,SMB,Technology,East,CRM,14165.0,Rep4,5,0.12,2024-01-29,59,2024-03-28,0,0.0,0.0
1077,SMB,Healthcare,North,Analytics,21716.0,Rep3,4,0.24,2024-01-29,54,2024-03-23,0,0.0,0.0
881,SMB,Technology,West,CRM,33001.0,Rep2,5,0.53,2024-01-29,59,2024-03-28,0,0.0,0.0
288,MidMarket,Retail,South,Analytics,25119.0,Rep4,4,0.2,2024-01-29,58,2024-03-27,1,0.44,11052.36
384,Enterprise,Manufacturing,East,ERP,24124.0,Rep3,5,0.15,2024-01-30,45,2024-03-15,0,0.0,0.0
1949,SMB,Manufacturing,South,Analytics,31750.0,Rep4,8,0.03,2024-01-30,56,2024-03-26,0,0.0,0.0
1006,MidMarket,Healthcare,West,Analytics,22802.0,Rep2,2,0.3,2024-01-30,29,2024-02-28,1,0.34,7752.68
1985,SMB,Retail,East,CRM,16415.0,Rep3,4,0.16,2024-01-30,38,2024-03-08,0,0.0,0.0
77,MidMarket,Manufacturing,West,ERP,12434.0,Rep2,4,0.4,2024-01-30,14,2024-02-13,1,0.21,2611.14
775,MidMarket,Retail,West,ERP,15326.0,Rep1,5,0.18,2024-01-30,24,2024-02-23,0,0.0,0.0
774,SMB,Healthcare,West,ERP,34825.0,Rep3,4,0.15,2024-01-30,31,2024-03-01,0,0.0,0.0
381,SMB,Healthcare,West,CRM,34244.0,Rep4,6,0.3,2024-01-30,15,2024-02-14,0,0.0,0.0
1860,MidMarket,Retail,East,Analytics,24872.0,Rep1,3,0.59,2024-01-30,21,2024-02-20,0,0.0,0.0
1427,SMB,Retail,South,CRM,20008.0,Rep1,4,0.23,2024-01-30,49,2024-03-19,0,0.0,0.0
160,MidMarket,Healthcare,East,ERP,22609.0,Rep2,6,0.04,2024-01-30,53,2024-03-23,0,0.0,0.0
1486,SMB,Technology,North,ERP,22556.0,Rep3,4,0.64,2024-01-30,37,2024-03-07,0,0.0,0.0
1230,SMB,Retail,East,CRM,25883.0,Rep3,4,0.15,2024-01-30,16,2024-02-15,0,0.0,0.0
748,MidMarket,Technology,West,CRM,26417.0,Rep1,3,0.13,2024-01-30,33,2024-03-03,1,0.28,7396.76
1500,Enterprise,Technology,East,ERP,12766.0,Rep4,3,0.63,2024-01-30,33,2024-03-03,0,0.0,0.0
1350,SMB,Finance,West,Analytics,26167.0,Rep4,4,0.23,2024-01-30,32,2024-03-02,0,0.0,0.0
1832,MidMarket,Healthcare,North,Analytics,17239.0,Rep3,6,0.12,2024-01-30,14,2024-02-13,0,0.0,0.0
743,MidMarket,Finance,East,ERP,38739.0,Rep1,6,0.13,2024-01-30,17,2024-02-16,0,0.0,0.0
588,SMB,Healthcare,West,Analytics,17851.0,Rep4,7,0.09,2024-01-31,50,2024-03-21,1,0.44,7854.44
1893,Enterprise,Technology,North,CRM,29455.0,Rep4,7,0.39,2024-01-31,34,2024-03-05,0,0.0,0.0
1159,Enterprise,Manufacturing,East,ERP,25160.0,Rep1,3,0.58,2024-01-31,53,2024-03-24,0,0.0,0.0
617,SMB,Healthcare,North,CRM,47727.0,Rep4,3,0.35,2024-01-31,47,2024-03-18,1,0.32,15272.64
353,MidMarket,Finance,North,ERP,14093.0,Rep4,5,0.26,2024-01-31,31,2024-03-02,0,0.0,0.0
98,SMB,Finance,South,ERP,21090.0,Rep1,4,0.21,2024-01-31,41,2024-03-12,0,0.0,0.0
545,MidMarket,Finance,South,Analytics,32274.0,Rep3,0,0.12,2024-01-31,50,2024-03-21,0,0.0,0.0
860,SMB,Healthcare,South,Analytics,41485.0,Rep1,4,0.19,2024-01-31,38,2024-03-09,0,0.0,0.0
1886,SMB,Retail,North,ERP,30238.0,Rep1,2,0.18,2024-01-31,44,2024-03-15,0,0.0,0.0
1937,SMB,Retail,North,ERP,14762.0,Rep2,7,0.58,2024-01-31,21,2024-02-21,0,0.0,0.0
168,SMB,Finance,West,Analytics,24675.0,Rep4,4,0.44,2024-01-31,48,2024-03-19,1,0.42,10363.5
647,MidMarket,Healthcare,East,Analytics,32460.0,Rep3,6,0.19,2024-01-31,23,2024-02-23,0,0.0,0.0
493,SMB,Technology,North,ERP,21801.0,Rep2,5,0.18,2024-01-31,24,2024-02-24,1,0.23,5014.23
462,MidMarket,Retail,East,ERP,23867.0,Rep3,2,0.19,2024-01-31,30,2024-03-01,0,0.0,0.0
212,MidMarket,Healthcare,East,ERP,31285.0,Rep2,5,0.19,2024-01-31,39,2024-03-10,0,0.0,0.0
1096,SMB,Finance,South,Analytics,13389.0,Rep1,6,0.53,2024-02-01,30,2024-03-02,0,0.0,0.0
1930,SMB,Finance,South,ERP,37678.0,Rep2,6,0.47,2024-02-01,47,2024-03-19,0,0.0,0.0
1735,SMB,Retail,West,ERP,21081.0,Rep3,4,0.48,2024-02-01,51,2024-03-23,0,0.0,0.0
1980,Enterprise,Finance,South,ERP,23540.0,Rep4,4,0.15,2024-02-01,34,2024-03-06,0,0.0,0.0
257,Enterprise,Finance,South,CRM,30797.0,Rep1,6,0.4,2024-02-01,48,2024-03-20,1,0.32,9855.04
289,SMB,Technology,South,Analytics,16951.0,Rep1,5,0.22,2024-02-01,57,2024-03-29,0,0.0,0.0
151,Enterprise,Manufacturing,East,CRM,33011.0,Rep4,5,0.51,2024-02-01,45,2024-03-17,0,0.0,0.0
883,SMB,Healthcare,North,CRM,27394.0,Rep1,6,0.08,2024-02-01,39,2024-03-11,0,0.0,0.0
274,Enterprise,Technology,West,Analytics,24311.0,Rep3,4,0.06,2024-02-01,18,2024-02-19,0,0.0,0.0
1022,SMB,Manufacturing,West,ERP,25961.0,Rep4,2,0.49,2024-02-01,48,2024-03-20,0,0.0,0.0
1116,MidMarket,Healthcare,East,CRM,20713.0,Rep4,7,0.42,2024-02-01,38,2024-03-10,1,0.25,5178.25
268,MidMarket,Retail,West,Analytics,17749.0,Rep3,6,0.07,2024-02-02,40,2024-03-13,0,0.0,0.0
1850,MidMarket,Manufacturing,North,CRM,13185.0,Rep1,4,0.37,2024-02-02,53,2024-03-26,0,0.0,0.0
607,SMB,Manufacturing,South,ERP,35369.0,Rep1,1,0.2,2024-02-02,29,2024-03-02,0,0.0,0.0
940,MidMarket,Healthcare,West,CRM,37704.0,Rep2,9,0.06,2024-02-02,48,2024-03-21,1,0.34,12819.36
497,MidMarket,Manufacturing,East,ERP,24992.0,Rep3,7,0.15,2024-02-02,36,2024-03-09,0,0.0,0.0
1940,SMB,Manufacturing,East,Analytics,26108.0,Rep1,0,0.26,2024-02-02,44,2024-03-17,0,0.0,0.0
105,Enterprise,Finance,West,Analytics,21704.0,Rep3,2,0.16,2024-02-03,41,2024-03-15,0,0.0,0.0
1391,SMB,Retail,North,Analytics,19804.0,Rep2,6,0.08,2024-02-03,39,2024-03-13,0,0.0,0.0
1793,MidMarket,Healthcare,East,ERP,19998.0,Rep1,5,0.36,2024-02-03,30,2024-03-04,0,0.0,0.0
178,SMB,Healthcare,East,ERP,30491.0,Rep2,3,0.32,2024-02-03,54,2024-03-28,0,0.0,0.0
1709,MidMarket,Technology,South,ERP,22236.0,Rep4,2,0.36,2024-02-03,14,2024-02-17,1,0.23,5114.28
841,SMB,Retail,East,Analytics,17962.0,Rep4,3,0.44,2024-02-03,10,2024-02-13,1,0.42,7544.04
85,SMB,Manufacturing,North,ERP,33160.0,Rep4,4,0.52,2024-02-03,44,2024-03-18,1,0.29,9616.4
1285,SMB,Healthcare,North,CRM,20726.0,Rep2,2,0.14,2024-02-03,47,2024-03-21,0,0.0,0.0
696,MidMarket,Retail,West,Analytics,11405.0,Rep2,4,0.26,2024-02-03,13,2024-02-16,0,0.0,0.0
1193,SMB,Manufacturing,West,Analytics,21677.0,Rep4,3,0.35,2024-02-04,42,2024-03-17,1,0.3,6503.1
1994,SMB,Healthcare,South,ERP,28785.0,Rep1,6,0.3,2024-02-04,50,2024-03-25,0,0.0,0.0
1757,Enterprise,Manufacturing,South,ERP,46477.0,Rep3,0,0.19,2024-02-04,31,2024-03-06,0,0.0,0.0
172,SMB,Manufacturing,North,CRM,26075.0,Rep1,1,0.32,2024-02-05,34,2024-03-10,0,0.0,0.0
886,SMB,Finance,South,Analytics,15895.0,Rep1,3,0.59,2024-02-05,48,2024-03-24,0,0.0,0.0
1228,SMB,Retail,South,CRM,26575.0,Rep1,4,0.23,2024-02-05,23,2024-02-28,0,0.0,0.0
620,MidMarket,Retail,West,CRM,18727.0,Rep1,1,0.21,2024-02-05,56,2024-04-01,1,0.23,4307.21
1140,MidMarket,Technology,South,CRM,17829.0,Rep1,2,0.08,2024-02-05,26,2024-03-02,0,0.0,0.0
982,MidMarket,Finance,North,ERP,25088.0,Rep2,5,0.27,2024-02-05,32,2024-03-08,0,0.0,0.0
976,SMB,Healthcare,North,Analytics,16950.0,Rep3,2,0.22,2024-02-05,50,2024-03-26,0,0.0,0.0
681,Enterprise,Healthcare,South,Analytics,26166.0,Rep4,7,0.17,2024-02-05,58,2024-04-03,0,0.0,0.0
132,SMB,Healthcare,West,ERP,28969.0,Rep1,3,0.25,2024-02-05,19,2024-02-24,0,0.0,0.0
1106,SMB,Finance,East,Analytics,31938.0,Rep2,3,0.23,2024-02-06,12,2024-02-18,0,0.0,0.0
575,Enterprise,Healthcare,East,CRM,35353.0,Rep1,3,0.25,2024-02-06,41,2024-03-18,1,0.28,9898.84
1050,SMB,Manufacturing,West,Analytics,31766.0,Rep1,7,0.19,2024-02-06,45,2024-03-22,1,0.31,9847.46
547,SMB,Manufacturing,East,CRM,5606.0,Rep1,2,0.11,2024-02-06,10,2024-02-16,0,0.0,0.0
1489,SMB,Technology,South,Analytics,13229.0,Rep2,3,0.23,2024-02-06,28,2024-03-05,0,0.0,0.0
1990,MidMarket,Retail,West,CRM,31426.0,Rep2,3,0.44,2024-02-06,35,2024-03-12,0,0.0,0.0
1210,Enterprise,Manufacturing,West,Analytics,27823.0,Rep2,8,0.69,2024-02-06,33,2024-03-10,0,0.0,0.0
1379,SMB,Retail,West,Analytics,24238.0,Rep4,6,0.46,2024-02-06,24,2024-03-01,0,0.0,0.0
1243,MidMarket,Finance,East,ERP,21860.0,Rep2,5,0.17,2024-02-06,25,2024-03-02,0,0.0,0.0
1567,MidMarket,Retail,North,Analytics,22924.0,Rep2,7,0.28,2024-02-06,39,2024-03-16,1,0.32,7335.68
1676,SMB,Healthcare,East,CRM,29230.0,Rep4,3,0.58,2024-02-07,40,2024-03-18,0,0.0,0.0
484,MidMarket,Healthcare,East,Analytics,36092.0,Rep3,3,0.17,2024-02-07,31,2024-03-09,0,0.0,0.0
1248,SMB,Healthcare,East,ERP,26693.0,Rep1,5,0.25,2024-02-07,13,2024-02-20,0,0.0,0.0
1698,SMB,Finance,South,Analytics,30321.0,Rep4,8,0.34,2024-02-07,15,2024-02-22,0,0.0,0.0
824,SMB,Retail,West,ERP,19835.0,Rep2,1,0.19,2024-02-07,17,2024-02-24,0,0.0,0.0
1339,SMB,Healthcare,South,CRM,19610.0,Rep4,4,0.26,2024-02-07,40,2024-03-18,0,0.0,0.0
868,SMB,Manufacturing,West,Analytics,28236.0,Rep3,2,0.27,2024-02-07,23,2024-03-01,0,0.0,0.0
561,MidMarket,Manufacturing,West,CRM,27839.0,Rep1,4,0.35,2024-02-07,41,2024-03-19,0,0.0,0.0
1442,SMB,Finance,North,CRM,28835.0,Rep3,6,0.34,2024-02-07,57,2024-04-04,0,0.0,0.0
1160,SMB,Manufacturing,East,Analytics,41002.0,Rep3,3,0.72,2024-02-08,39,2024-03-18,1,0.3,12300.6
296,MidMarket,Retail,South,ERP,15315.0,Rep2,4,0.2,2024-02-08,49,2024-03-28,0,0.0,0.0
1642,Enterprise,Healthcare,North,ERP,14780.0,Rep2,2,0.11,2024-02-08,24,2024-03-03,0,0.0,0.0
1581,SMB,Healthcare,West,Analytics,11368.0,Rep2,5,0.05,2024-02-08,20,2024-02-28,1,0.31,3524.08
1283,MidMarket,Healthcare,East,CRM,23059.0,Rep1,1,0.29,2024-02-08,56,2024-04-04,0,0.0,0.0
1281,MidMarket,Retail,West,CRM,19057.0,Rep4,3,0.27,2024-02-08,54,2024-04-02,0,0.0,0.0
43,SMB,Manufacturing,West,ERP,20600.0,Rep4,6,0.67,2024-02-08,33,2024-03-12,0,0.0,0.0
328,MidMarket,Manufacturing,North,ERP,23672.0,Rep3,3,0.24,2024-02-08,46,2024-03-25,1,0.16,3787.52
1138,SMB,Retail,North,ERP,33316.0,Rep4,3,0.36,2024-02-08,21,2024-02-29,0,0.0,0.0
877,MidMarket,Retail,South,Analytics,12166.0,Rep2,7,0.36,2024-02-09,16,2024-02-25,1,0.4,4866.4
754,SMB,Finance,West,CRM,33947.0,Rep2,1,0.15,2024-02-09,35,2024-03-15,0,0.0,0.0
1817,SMB,Manufacturing,West,CRM,18690.0,Rep4,2,0.23,2024-02-09,58,2024-04-07,0,0.0,0.0
1621,SMB,Retail,South,Analytics,26844.0,Rep4,3,0.34,2024-02-09,15,2024-02-24,0,0.0,0.0
1766,SMB,Retail,West,Analytics,38185.0,Rep1,2,0.15,2024-02-09,32,2024-03-12,0,0.0,0.0
173,MidMarket,Technology,East,Analytics,22920.0,Rep3,5,0.24,2024-02-09,24,2024-03-04,1,0.36,8251.2
1569,MidMarket,Healthcare,East,CRM,19192.0,Rep3,0,0.24,2024-02-09,10,2024-02-19,0,0.0,0.0
710,MidMarket,Finance,South,CRM,22377.0,Rep1,4,0.61,2024-02-09,28,2024-03-08,0,0.0,0.0
1408,Enterprise,Retail,West,ERP,28748.0,Rep1,6,0.35,2024-02-09,43,2024-03-23,0,0.0,0.0
1414,SMB,Technology,East,Analytics,28871.0,Rep4,4,0.19,2024-02-09,36,2024-03-16,0,0.0,0.0
1632,SMB,Retail,South,CRM,10874.0,Rep2,5,0.36,2024-02-09,54,2024-04-03,0,0.0,0.0
90,SMB,Manufacturing,South,ERP,26446.0,Rep1,8,0.3,2024-02-09,30,2024-03-10,0,0.0,0.0
1162,SMB,Retail,West,Analytics,28606.0,Rep2,5,0.44,2024-02-10,46,2024-03-27,1,0.41,11728.46
1037,SMB,Technology,West,ERP,28539.0,Rep3,3,0.3,2024-02-10,28,2024-03-09,0,0.0,0.0
717,Enterprise,Finance,East,ERP,27017.0,Rep3,3,0.62,2024-02-10,23,2024-03-04,0,0.0,0.0
645,SMB,Finance,West,Analytics,23419.0,Rep3,6,0.37,2024-02-10,15,2024-02-25,0,0.0,0.0
1533,MidMarket,Manufacturing,North,CRM,28899.0,Rep4,2,0.39,2024-02-10,36,2024-03-17,0,0.0,0.0
458,SMB,Retail,North,ERP,10972.0,Rep2,1,0.35,2024-02-10,54,2024-04-04,0,0.0,0.0
1914,SMB,Technology,North,CRM,35147.0,Rep3,4,0.13,2024-02-10,21,2024-03-02,0,0.0,0.0
1016,Enterprise,Finance,West,Analytics,24078.0,Rep2,8,0.2,2024-02-10,55,2024-04-05,0,0.0,0.0
1452,MidMarket,Finance,West,CRM,17544.0,Rep4,3,0.16,2024-02-10,16,2024-02-26,0,0.0,0.0
380,SMB,Finance,North,CRM,16096.0,Rep1,4,0.36,2024-02-10,55,2024-04-05,1,0.27,4345.92
870,Enterprise,Manufacturing,South,Analytics,16709.0,Rep1,5,0.29,2024-02-10,49,2024-03-30,0,0.0,0.0
862,SMB,Manufacturing,East,CRM,35588.0,Rep1,5,0.05,2024-02-10,35,2024-03-16,0,0.0,0.0
363,SMB,Healthcare,West,ERP,27328.0,Rep4,7,0.52,2024-02-10,33,2024-03-14,1,0.25,6832.0
1617,Enterprise,Retail,West,Analytics,30018.0,Rep2,3,0.19,2024-02-10,28,2024-03-09,1,0.43,12907.74
1273,MidMarket,Healthcare,East,CRM,34479.0,Rep3,6,0.21,2024-02-11,34,2024-03-16,0,0.0,0.0
1589,SMB,Healthcare,South,CRM,29639.0,Rep4,6,0.08,2024-02-11,48,2024-03-30,0,0.0,0.0
686,MidMarket,Retail,East,ERP,28640.0,Rep4,6,0.35,2024-02-11,38,2024-03-20,0,0.0,0.0
1663,Enterprise,Finance,South,CRM,5252.0,Rep2,4,0.55,2024-02-11,58,2024-04-09,0,0.0,0.0
1963,Enterprise,Finance,West,CRM,29101.0,Rep4,3,0.5,2024-02-11,10,2024-02-21,0,0.0,0.0
1412,SMB,Finance,East,CRM,23938.0,Rep1,3,0.12,2024-02-11,42,2024-03-24,0,0.0,0.0
183,Enterprise,Finance,North,ERP,23399.0,Rep2,4,0.28,2024-02-11,58,2024-04-09,0,0.0,0.0
1627,SMB,Healthcare,South,Analytics,30153.0,Rep4,8,0.4,2024-02-11,16,2024-02-27,0,0.0,0.0
1475,SMB,Healthcare,West,ERP,30620.0,Rep4,5,0.26,2024-02-11,34,2024-03-16,1,0.27,8267.4
1767,MidMarket,Manufacturing,East,ERP,23201.0,Rep2,3,0.21,2024-02-12,26,2024-03-09,0,0.0,0.0
